model,domain,puzzle_id,correct,chosen_answer,candidate,judge_confidence,judge_ngrams,regex_score,is_chosen
Gemini 3 Pro,Rebus,20_8,1,tender,tenders,35.0,"[""could it be plural?"", ""perhaps \""TENDERS\""?"", ""Let's hold that thought"", ""However, rebus puzzles often use the singular form""]",-1.292413294797688,0
Gemini 3 Pro,Rebus,20_8,1,tender,tender,90.0,"[""most elegant and likely solution"", ""solidifies it for me"", ""mental database immediately throws up \""tender\"""", ""leaning back towards \""tender\""""]",-1.3729046242774567,1
Gemini 3 Pro,Rebus,20_8,1,tender,der,50.0,"[""arranged in two columns"", ""ten \""DER\""s"", ""doesn't immediately suggest anything else""]",-2.829263005780346,0
Gemini 2.5 Pro,Rebus,20_8,0,side by side murder,murder,85.0,"[""end of \""murDER\"""", ""Side by side murder"", ""Must be that"", ""Perfect""]",9.70539523212045,0
Gemini 2.5 Pro,Rebus,20_8,0,side by side murder,der,45.0,"[""repeated \""DER\"""", ""arrangement matters"", ""is the end of""]",9.081304893350062,0
Gemini 2.5 Pro,Rebus,20_8,0,side by side murder,side by side,75.0,"[""Two columns are \""side by side\"""", ""what phrases use \""side by side\""?"", ""layout is \""side by side\""""]",6.781304893350063,0
Gemini 2.5 Pro,Rebus,20_8,0,side by side murder,side by side murder,95.0,"[""Side by side murder"", ""Got it"", ""Must be that"", ""Perfect""]",4.656587202007528,1
Gemini 2.5 Pro,Rebus,20_8,0,side by side murder,over,30.0,"[""are \""over\"" each other"", ""no, the layout is \""side by side\""""]",-0.5959849435382685,0
Gemini 3 Pro,Rebus,21_1,1,warm up,up,75.0,"[""Top means up"", ""definitively at the top"", ""positioned \""up\""""]",7.176860622462788,0
Gemini 3 Pro,Rebus,21_1,1,warm up,warm,60.0,"[""word \""WARM\"" right at the top"", ""word is literally positioned""]",4.5235453315290926,0
Gemini 3 Pro,Rebus,21_1,1,warm up,warm up,95.0,"[""immediately jumps to mind"", ""stronger fit"", ""definitely \""warm up\"""", ""strongest interpretation""]",2.7016238159675234,1
Gemini 3 Flash,Rebus,21_1,1,warm up,warm,45.0,"[""word \""WARM\"" is emblazoned"", ""is literally at the"", ""word \""WARM\"" is up""]",2.875,0
Gemini 3 Flash,Rebus,21_1,1,warm up,up,75.0,"[""literally at the up position"", ""UP is key"", ""is up in the box""]",2.791447368421053,0
Gemini 3 Flash,Rebus,21_1,1,warm up,warm up,95.0,"[""Instinctively, \""WARM UP\"" springs"", ""most direct and logical interpretation"", ""yes, it's two words"", ""user has specified a very specific response syntax""]",1.313157894736842,1
Gemini 3 Flash,Rebus,21_1,1,warm up,lukewarm,15.0,"[""Could this be \""lukewarm\""?"", ""No, that doesn't fit""]",0.8171052631578948,0
Gemini 3 Flash,Rebus,21_1,1,warm up,top warm,15.0,"[""\""Top warm\""?"", ""Nope, that doesn't have""]",0.0,0
Gemini 3 Flash,Rebus,20_8,0,thunder,der,50.0,"[""word \""DER\"" repeated"", ""count is accurate"", ""ten \""DER\""s""]",19.14127349443805,0
Gemini 3 Flash,Rebus,20_8,0,thunder,thunder,95.0,"[""more clever"", ""common response"", ""100% certain"", ""it is THUNDER""]",9.710548523206752,1
Gemini 3 Flash,Rebus,20_8,0,thunder,under,15.0,"[""doesn't quite fit"", ""obvious false lead""]",9.287303413885692,0
Gemini 3 Flash,Rebus,20_8,0,thunder,ten,45.0,"[""count them"", ""ten \""DER\""s"", ""ten occurrences""]",7.6757575757575776,0
Gemini 3 Flash,Rebus,20_8,0,thunder,ten-der,65.0,"[""initial thought"", ""usual suspects"", ""sounds right""]",6.203337169159955,0
Gemini 3 Flash,Rebus,20_8,0,thunder,rebus,50.0,"[""classic rebus puzzle"", ""rebus convention"", ""world of rebus puzzles""]",4.351553509781358,0
Gemini 3 Flash,Rebus,20_8,0,thunder,10 der,85.0,"[""search this image"", ""\""10 DER\"""", ""find the same: \""THUNDER\""""]",2.495742232451093,0
Gemini 3 Flash,Rebus,20_8,0,thunder,tender,40.0,"[""too literal"", ""bit *too* literal"", ""not the best for a rebus""]",2.258841580360568,0
Gemini 3 Flash,Rebus,20_8,0,thunder,rebus der ten times,60.0,"[""yields both"", ""\""Tender\"" and \""Thunder\"""", ""Searching \""rebus DER ten times\""""]",0.0,0
Gemini 3 Flash,Rebus,20_8,0,thunder,ten der,65.0,"[""Ten DER\"" = \""Tender\"""", ""Ten DER\"" = \""Thunder\"""", ""Ten der\"" to \""Thunder\""""]",-0.1013041810510164,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down,50.0,"[""written on it"", ""a clue"", ""likely a clue"", ""is marked""]",8.634709193245778,0
Gemini 3 Flash,Rebus,21_6,0,marked down,marked down,95.0,"[""That is it!"", ""is the classic answer"", ""I'm confident"", ""The word \""Down\"" is marked""]",5.778705440900563,1
Gemini 3 Flash,Rebus,21_6,0,marked down,dead,35.0,"[""makes me think of"", ""thinking of things"", ""under a tombstone""]",1.813508442776736,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down dead,10.0,"[""I have to discard"", ""sounds awkward""]",1.8102251407129453,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down and out,30.0,"[""doesn't quite fit"", ""pops into my head"", ""not quite as precise""]",0.8903377110694184,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down under,5.0,"[""are way off""]",0.0,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down to earth,5.0,"[""quickly discard"", ""way off"", ""No""]",0.0,0
Gemini 3 Flash,Rebus,21_6,0,marked down,deep down,10.0,"[""No""]",0.0,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down and dirty,10.0,"[""No""]",0.0,0
Gemini 3 Flash,Rebus,21_6,0,marked down,down for the count,5.0,"[""is out""]",0.0,0
Gemini 3 Pro,Rebus,21_6,0,dying down,dying down,90.0,"[""Dying down"", ""fits the rebus structure perfectly"", ""getting somewhere""]",8.734842041312273,1
Gemini 3 Pro,Rebus,21_6,0,dying down,down in the grave,45.0,"[""Down in the grave"", ""good try"", ""not quite"", ""too literal""]",4.432897934386391,0
Gemini 3 Pro,Rebus,21_6,0,dying down,dead down,35.0,"[""dead down"", ""not the best phrase"", ""less likely""]",1.3647023086269738,0
Gemini 3 Pro,Rebus,21_6,0,dying down,six feet down,30.0,"[""six feet down"", ""too literal"", ""less likely""]",0.9223876063183474,0
Gemini 3 Pro,Rebus,21_6,0,dying down,dead,40.0,"[""Dead down"", ""word \""Down\"" is now \""Dead\""""]",0.5254556500607528,0
Gemini 3 Pro,Rebus,21_6,0,dying down,the fire is dying down,65.0,"[""The fire is dying down"", ""Does the idiom"", ""ring a bell""]",0.0,0
Gemini 3 Pro,Rebus,21_6,0,dying down,down,50.0,"[""Down and Grave"", ""focus on those two words"", ""text""]",-0.672205346294044,0
Gemini 3 Pro,Rebus,21_6,0,dying down,drop,35.0,"[""Down implies Drop"", ""stretching it""]",-0.6901883353584446,0
Gemini 3 Pro,Rebus,21_6,0,dying down,downgrade,15.0,"[""not a grade"", ""I'm sure it's not"", ""not downgrade""]",-2.176640340218712,0
Gemini 3 Pro,Rebus,21_6,0,dying down,grave,50.0,"[""Down and Grave"", ""focus on those two words""]",-2.430528554070473,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,bear,41.0,"[""bear is there"", ""bear is the only thing""]",5.498656163113994,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,with,41.0,"[""Element one, \""WITH\"""", ""image only shows \""WITH\""""]",4.992678405931417,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,bear with,75.0,"[""common phrase"", ""works as a phrase"", ""lean back to \""BEAR WITH\"""", ""literal reading is often the simplest""]",2.6058850787766445,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,in,50.0,"[""\""WITH\"" is in the \""BEAR\"""", ""location in the \""BEAR\""""]",2.212882298424467,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,bear with me,85.0,"[""well-known interpretation"", ""feels right"", ""I decide to select that""]",1.2851251158480077,1
Gemini 3 Flash,Rebus,21_11,0,bear with me,within bear,20.0,"[""\""WITHIN BEAR\""? No""]",0.0,0
Gemini 3 Flash,Rebus,21_11,0,bear with me,within,35.0,"[""that feels off"", ""try the \""WITHIN\"" option again""]",-0.579935125115848,0
Gemini 2.5 Pro,Rebus,21_6,0,down under,under,75.0,"[""tombstone represents \""under\"""", ""context of the tombstone is \""under\"""", ""suggests \""under\""""]",12.209047619047617,0
Gemini 2.5 Pro,Rebus,21_6,0,down under,down,60.0,"[""word \""Down\"" on it"", ""combine \""Down\"" and"", ""What is down and in this context?""]",10.335238095238092,0
Gemini 2.5 Pro,Rebus,21_6,0,down under,out,15.0,"[""not \""out\"" in this case""]",6.553809523809523,0
Gemini 2.5 Pro,Rebus,21_6,0,down under,down under,95.0,"[""Aha! That rings a bell"", ""very common phrase"", ""that's it!"", ""Down under it is!"", ""image elements directly support it""]",5.188571428571429,1
Gemini 2.5 Pro,Rebus,21_6,0,down under,down and out,25.0,"[""there's a phrase, \""down and out\"""", ""but the tombstone suggests \""under\""""]",1.598095238095238,0
Gemini 2.5 Pro,Rebus,21_6,0,down under,six feet under,20.0,"[""What about \""six feet under\""?"", ""No, the word \""down\"" isn't a part of it""]",0.8409523809523809,0
Gemini 2.5 Pro,Rebus,21_11,1,bear with,bare,15.0,"[""pun on \""bare\"""", ""No, that's not it""]",0.0,0
Gemini 2.5 Pro,Rebus,21_11,1,bear with,with bear,35.0,"[""obvious first thought"", ""combine these elements directly"", ""WITH bear""]",-0.6065849923430322,0
Gemini 2.5 Pro,Rebus,21_11,1,bear with,with,50.0,"[""word is *inside* the bear"", ""core components are \""WITH\""""]",-0.8197549770290962,0
Gemini 2.5 Pro,Rebus,21_11,1,bear with,bear with,95.0,"[""immediately jumps out"", ""Bear with\"" is the answer"", ""strong solve""]",-1.031470137825421,1
Gemini 2.5 Pro,Rebus,21_11,1,bear with,bear,50.0,"[""silhouette of a bear"", ""core components are \""WITH\"" and a \""bear\""""]",-1.4938744257274117,0
Gemini 3 Pro,Rebus,21_11,1,bear with,bear,41.0,"[""It is a bear"", ""analyze the image"", ""black silhouette of a bear""]",9.830114665057332,0
Gemini 3 Pro,Rebus,21_11,1,bear with,with,41.0,"[""word \""WITH\"""", ""with something"", ""WITH inside the bear""]",6.651297525648761,0
Gemini 3 Pro,Rebus,21_11,1,bear with,bear with,95.0,"[""fits perfectly"", ""common phrase"", ""answer is \""bear with\"""", ""That seems too obvious"", ""Bear with me""]",3.6232951116475554,1
Gemini 3 Pro,Rebus,21_11,1,bear with,mind,10.0,"[""word \""mind\"" is not there""]",2.7385636692818345,0
Gemini 3 Pro,Rebus,21_11,1,bear with,forbear,15.0,"[""What about \""Forbear\""? No""]",1.4051901025950513,0
Gemini 3 Pro,Rebus,21_11,1,bear with,bear in mind,10.0,"[""\""Bear in mind\""? No""]",1.3536511768255883,0
Gemini 3 Pro,Rebus,21_11,1,bear with,within bear,20.0,"[""doesn't make any sense"", ""no"", ""Within bear?""]",1.3375980687990343,0
Gemini 3 Pro,Rebus,21_11,1,bear with,bear with me,75.0,"[""means to endure"", ""phrase, \""bear with me\"""", ""common phrase""]",1.28014484007242,0
Gemini 3 Pro,Rebus,21_11,1,bear with,loaded bear,10.0,"[""\""Loaded bear\""? No, no, no""]",0.0,0
Gemini 3 Pro,Rebus,21_11,1,bear with,crossbear,15.0,"[""\""Crossbear\""? No""]",0.0,0
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,star,41.0,"[""it's a star"", ""celestial star""]",14.659420289855074,0
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,shooting star,95.0,"[""Bingo!"", ""well-known term"", ""Absolutely"", ""leaning towards \""Shooting star\""""]",2.9465293668955,1
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,star thrower,35.0,"[""option but not a common expression""]",2.237528604118993,0
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,throwing star,30.0,"[""is a weapon"", ""but the image is a celestial star""]",1.55255530129672,0
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,throwing a star,35.0,"[""initial thought"", ""doesn't feel right""]",0.9684210526315788,0
Gemini 2.5 Pro,Rebus,22_4,0,shooting star,reaching for the stars,20.0,"[""doesn't quite fit the action""]",0.5520213577421815,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,shoot for the stars,90.0,"[""makes the most sense"", ""I think this is it"", ""I'm sold on"", ""Shoot for the stars it is"", ""Definitely a throw""]",3.206417112299465,1
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,shoot,75.0,"[""matches the idiom"", ""specifically shooting"", ""shooting or throwing something""]",2.8731213059386427,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,is a,15.0,"[""not \""is a\""""]",2.763580073177597,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,throwing a star,10.0,"[""Definitely not"", ""would be a Ninja star""]",1.3695468618069238,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,aim for the stars,45.0,"[""Possible, but not quite"", ""aim for the stars is possible""]",0.9629608781311568,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,reach for the stars,35.0,"[""Not really"", ""not clearly in a reaching pose"", ""action is a throw, not a reach""]",0.5705037996059668,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,the star went over his head,5.0,"[""no"", ""common"", ""not common""]",0.0,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,star pitcher,10.0,"[""No"", ""it isn\u2019t a direct hit"", ""looks like a pitcher but""]",0.0,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,over my head,30.0,"[""could it be"", ""but the star is the focus""]",0.0,0
Gemini 3 Pro,Rebus,22_4,0,shoot for the stars,shooting star,20.0,"[""isn't right"", ""seems wrong""]",-0.5279482127779341,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,shooting star,35.0,"[""Shooting star?"", ""Not really"", ""interesting contender"", ""not the same thing""]",0.0,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,all-star,45.0,"[""All-star?"", ""Maybe"", ""not simply an image""]",0.0,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,dotted-line,55.0,"[""dotted line is key"", ""action is too prominent to ignore""]",0.0,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,all,40.0,"[""common usage of idioms"", ""the silhouette"", ""eliminating these""]",-0.0664309639002605,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,throwing star,45.0,"[""Throwing star?"", ""Maybe"", ""literal sense"", ""often involve idioms""]",-0.4669892072943803,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,shooting,60.0,"[""either \""shooting\"" or \""throwing\"""", ""similar to \""throw\"" in this context""]",-0.6582061778935615,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,shoot for the stars,95.0,"[""feels most likely"", ""incorporates all the elements"", ""very common rebus puzzle answer"", ""correct answer"", ""confident about""]",-0.6649795310755489,1
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,throw,50.0,"[""similar to \""throw\"""", ""The arc is throwing""]",-1.3005210271678451,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,shoot,60.0,"[""direct connection to \""shoot\"""", ""is similar to \""throw\""""]",-1.3231857089691104,0
Gemini 3 Flash,Rebus,22_4,0,shoot for the stars,star,50.0,"[""design elements to the \""star\"""", ""man is the star""]",-3.738890956457016,0
Gemini 3 Pro,Rebus,22_9,1,household,household,95.0,"[""very promising"", ""supports this perfectly"", ""Yes!"", ""strongest candidate"", ""confident""]",1.0030346820809246,1
Gemini 3 Pro,Rebus,22_9,1,household,holding,75.0,"[""maybe that's the key"", ""hands are holding"", ""holding gesture""]",0.0809248554913294,0
Gemini 3 Pro,Rebus,22_9,1,household,safe house,35.0,"[""doesn't quite fit"", ""that's a stretch""]",0.0,0
Gemini 3 Pro,Rebus,22_9,1,household,house hold,65.0,"[""common pattern"", ""direct literal translation""]",0.0,0
Gemini 3 Pro,Rebus,22_9,1,household,hands on the house,20.0,"[""No"", ""wait, could it be""]",0.0,0
Gemini 3 Pro,Rebus,22_9,1,household,housewarming,30.0,"[""hands = warm?"", ""possibility""]",0.0,0
Gemini 3 Pro,Rebus,22_9,1,household,housing,15.0,"[""No, not a good fit"", ""too abstract"", ""Nah""]",-0.5498554913294798,0
Gemini 3 Pro,Rebus,22_9,1,household,home care,45.0,"[""could be a possibility"", ""let's see""]",-0.5870303468208092,0
Gemini 3 Pro,Rebus,22_9,1,household,house in hands,40.0,"[""literal translation"", ""sounds a bit clunky""]",-0.7205563583815029,0
Gemini 3 Pro,Rebus,22_9,1,household,house in hand,10.0,"[""No"", ""thinking simpler""]",-1.32503612716763,0
Gemini 3 Flash,Rebus,22_9,1,household,house,50.0,"[""house is central"", ""the house is still the focus"", ""the icon""]",8.663553530751708,0
Gemini 3 Flash,Rebus,22_9,1,household,hold,75.0,"[""represent the act of \""holding\"""", ""action of the hands"", ""literally holding the house""]",6.245558086560363,0
Gemini 3 Flash,Rebus,22_9,1,household,household,95.0,"[""starts to resonate"", ""seems very strong"", ""Household equals"", ""Yes, that's it""]",3.6067881548974943,1
Gemini 3 Flash,Rebus,22_9,1,household,home security,15.0,"[""Home security\""? No""]",1.8845558086560368,0
Gemini 3 Flash,Rebus,22_9,1,household,safe house,20.0,"[""Safe house\""? No"", ""less direct"", ""possibility given the implied protection""]",1.8730751708428244,0
Gemini 3 Flash,Rebus,22_9,1,household,in safe hands,15.0,"[""In safe hands\""? No""]",0.9298405466970388,0
Gemini 3 Flash,Rebus,22_9,1,household,hands under house,10.0,"[""doesn't seem right"", ""No""]",0.0,0
Gemini 3 Flash,Rebus,22_9,1,household,house under hands,10.0,"[""No""]",0.0,0
Gemini 3 Flash,Rebus,22_9,1,household,homecare,25.0,"[""don't seem like the most obvious reading""]",0.0,0
Gemini 3 Flash,Rebus,22_9,1,household,housing,15.0,"[""Housing\""? No""]",0.0,0
Gemini 3 Pro,Rebus,23_2,1,oasis,sis,40.0,"[""spell SIS"", ""not simply an S I S rebus"", ""forming SIS""]",16.146079779917468,0
Gemini 3 Pro,Rebus,23_2,1,oasis,oasis,95.0,"[""must mean oasis"", ""OASIS makes perfect sense"", ""The answer is OASIS"", ""Perfect"", ""That's it!""]",12.695873452544705,1
Gemini 3 Pro,Rebus,23_2,1,oasis,o a,60.0,"[""seeing 'o' and 'a' shapes"", ""O A is making the S I S"", ""O A in S I S""]",12.273658872077029,0
Gemini 3 Pro,Rebus,23_2,1,oasis,s i s,55.0,"[""forming shapes S, I, S"", ""O A in S I S"", ""forming the word S I S""]",10.58370013755158,0
Gemini 3 Pro,Rebus,23_2,1,oasis,o a s i s,90.0,"[""so O A S I S"", ""Yes, it's O A S I S"", ""O A S I S!""]",4.81423658872077,0
Gemini 2.5 Pro,Rebus,22_9,1,household,hold,50.0,"[""The \""hold\"" part"", ""plus the house""]",5.737946681792399,0
Gemini 2.5 Pro,Rebus,22_9,1,household,house,45.0,"[""hands, a house"", ""equal anything? No""]",3.6138400453771977,0
Gemini 2.5 Pro,Rebus,22_9,1,household,holding,65.0,"[""hands are \""holding\"""", ""they are \""holding\"" it""]",2.2969937606352806,0
Gemini 2.5 Pro,Rebus,22_9,1,household,home security,35.0,"[""maybe \""home security\"""", ""better than something"", ""abstract, or specific""]",1.846738513896767,0
Gemini 2.5 Pro,Rebus,22_9,1,household,household,95.0,"[""A \""household\""!"", ""Bingo!"", ""It's a single word!"", ""classic wordplay puzzle""]",1.7300056721497443,1
Gemini 2.5 Pro,Rebus,22_9,1,household,holding a house,50.0,"[""how do I say"", ""\""holding a house\""""]",1.675212705615428,0
Gemini 2.5 Pro,Rebus,22_9,1,household,home insurance,40.0,"[""maybe \""home insurance\""?"", ""feels right, but"", ""not necessarily a clever""]",0.7043675553034601,0
Gemini 2.5 Pro,Rebus,22_9,1,household,house hold,75.0,"[""\""House hold\""?"", ""That's good""]",0.0,0
Gemini 2.5 Pro,Rebus,22_9,1,household,in good hands,40.0,"[""maybe \""in good hands\"""", ""pretty iconic""]",-1.147929665343165,0
Gemini 2.5 Pro,Rebus,22_9,1,household,hand,30.0,"[""Does \""hand\"" + \""house\"""", ""equal anything? No""]",-1.363357912648894,0
Gemini 3 Flash,Rebus,23_2,1,oasis,sis,65.0,"[""S, I, S. Okay, \""SIS\"""", ""large letters spell \""SIS\"""", ""essentially: \""o\"" and \""a\"" creating \""sis\""""]",2.8456790123456788,0
Gemini 3 Flash,Rebus,23_2,1,oasis,oasis,95.0,"[""word \""OASIS\"" comes to mind"", ""o + a + s + i + s = OASIS. Perfect!"", ""complete pattern clearly spells \""Oasis\""""]",1.865432098765432,1
Gemini 3 Flash,Rebus,23_2,1,oasis,o a o a,50.0,"[""looks like \""oaoao...\"""", ""specifically, it's something like \""o a o a\"""", ""building blocks of the letters""]",0.0,0
Gemini 2.5 Pro,Rebus,23_2,1,oasis,sis,75.0,"[""plural \""S's.\"""", ""that's the \""SIS\"" part"", ""two S's make \""SIS\"" together""]",2.143589743589743,0
Gemini 2.5 Pro,Rebus,23_2,1,oasis,oasis,95.0,"[""keeps coming to mind"", ""O-A-SIS"", ""It fits"", ""I am sure"", ""yep""]",0.2405128205128204,1
Gemini 3 Pro,Rebus,23_12,0,generating,rating,90.0,"[""Definitely a rating system"", ""rating is the star system"", ""rating suggests a combination""]",7.105565068493149,0
Gemini 3 Pro,Rebus,23_12,0,generating,gene,90.0,"[""part is definitely confirmed"", ""gene + rating"", ""DNA is also genes""]",5.108818493150685,0
Gemini 3 Pro,Rebus,23_12,0,generating,generating,95.0,"[""sounds like \""generating.\"""", ""Yes. This is"", ""common rebus puzzle style""]",2.789640410958904,1
Gemini 3 Pro,Rebus,23_12,0,generating,dna,50.0,"[""combining \""DNA\"" and \""stars\"" directly doesn't seem right"", ""DNA is also genes""]",2.197517123287671,0
Gemini 3 Pro,Rebus,23_12,0,generating,stars,40.0,"[""doesn't seem right"", ""suggests rating""]",1.680308219178082,0
Gemini 3 Pro,Rebus,23_12,0,generating,gene rating,75.0,"[""Perhaps a word"", ""sounds like \""generating.\"""", ""gene + rating""]",0.8279965753424656,0
Gemini 3 Pro,Rebus,23_12,0,generating,generation,30.0,"[""Close, but not quite""]",0.0,0
Gemini 3 Pro,Rebus,23_7,1,corrode,road,50.0,"[""an apple core and a road"", ""core sounds like cor"", ""road sounds like rode""]",4.149010654490106,0
Gemini 3 Pro,Rebus,23_7,1,corrode,corrode,95.0,"[""corrode"", ""That's it"", ""fits perfectly"", ""clear winner"", ""Confirmed""]",0.7821156773211568,1
Gemini 3 Pro,Rebus,23_7,1,corrode,broad,15.0,"[""No, none of these work""]",0.0,0
